title,published_year,technique,subcategory,category,publishers
"

 Formal Digital Investigation of Anti-forensic Attacks

",2010,Attacking the tools,Forensic software integrity attacks,AT,IEEE
"

 Formal Digital Investigation of Anti-forensic Attacks

",2010,Covert channels,Network-based data hiding,DH,IEEE
"

 Formal Digital Investigation of Anti-forensic Attacks

",2010,Data hiding in storage space,Hidden partition utilization,DH,IEEE
"

 Formal Digital Investigation of Anti-forensic Attacks

",2010,Encryption,Encryption,DH,IEEE
"

 Formal Digital Investigation of Anti-forensic Attacks

",2010,Residual data wiping,Unallocated space wiping,AW,IEEE
"

 Formal Digital Investigation of Anti-forensic Attacks

",2010,Steganography,Steganography,DH,IEEE
"

 Formal Digital Investigation of Anti-forensic Attacks

",2010,Tail obfuscation,Trail obfuscation,TO,IEEE
"

 iOS anti-forensics: How can we securely conceal, delete and insert data?

",2014,Concealment,Data obscurity,TO,IEEE
"

 iOS anti-forensics: How can we securely conceal, delete and insert data?

",2014,Deletion,File wiping,AW,IEEE
"

 iOS anti-forensics: How can we securely conceal, delete and insert data?

",2014,Disable file system journaling,Filesystem manipulation,DH,IEEE
"

 iOS anti-forensics: How can we securely conceal, delete and insert data?

",2014,Insertion,Data fabrication,TO,IEEE
Survey  of  data  remaining  on  second  hand memory  cards  in  the  UK  ?,2014,": 
  Data wiping",Generic data wiping,AW,Elseiver
Survey  of  data  remaining  on  second  hand memory  cards  in  the  UK  ?,2014,File deletion,File wiping,AW,Elseiver
Survey  of  data  remaining  on  second  hand memory  cards  in  the  UK  ?,2014,Formatting,Disk wiping,AW,Elseiver
"Generating Higher-Quality Anti-Forensics DeepFakes with Adversarial Sharpening Mask
",2024,File wiping,Adversarial DeepFake Detector Evasion,AAF,ACM
"Generating Higher-Quality Anti-Forensics DeepFakes with Adversarial Sharpening Mask
",2024,AI-Driven Anti-Forensic,Adversarial DeepFake Detector Evasion,AAF,ACM
"Generating Higher-Quality Anti-Forensics DeepFakes with Adversarial Sharpening Mask
",2024,AI-Driven Anti-Forensic,Adversarial DeepFake Detector Evasion,AAF,ACM
"Generating Higher-Quality Anti-Forensics DeepFakes with Adversarial Sharpening Mask
",2024,AI-Driven Anti-Forensic,Adversarial DeepFake Detector Evasion,AAF,ACM
"Generating Higher-Quality Anti-Forensics DeepFakes with Adversarial Sharpening Mask
",2024,AI-Driven Anti-Forensic,Adversarial DeepFake Detector Evasion,AAF,ACM
"Generating Higher-Quality Anti-Forensics DeepFakes with Adversarial Sharpening Mask
",2024,AI-Driven Anti-Forensic,Adversarial DeepFake Detector Evasion,AAF,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",,Unsharp masking sharpening,N/A,N/A,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",,Anti-UMS (removing overshoot artifacts and abrupt histogram changes),Data obscurity,TO,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",,Gamma correction,N/A,N/A,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",,Anti-GC (Gaussian noise addition),Data obscurity,TO,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",2018,Anti-GC (uniform noise addition),Data obscurity,TO,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",2018,Median filtering,N/A,N/A,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",2018,Anti-MF (noise disturbance addition),Data obscurity,TO,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",2018,Anti-MF (random noise addition),Data obscurity,TO,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",2018,Resampling,N/A,N/A,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",2018,Anti-RES (distortion with σ=0.4),Data obscurity,TO,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",2018,JPEG compression,N/A,N/A,ACM
"
   Densely Connected Convolutional Neural Network for Multi-purpose Image Forensics under Anti-forensic Attacks
",2018,Anti-JPEG (dither added in DCT coefficients),Data obscurity,TO,ACM
"
   Improving JPEG Image Anti-forensics
",2016,JPEG compression anti-forensics,Data obscurity,TO,ACM
"
   Improving JPEG Image Anti-forensics
",2016,Anti-forensic de-blocking,Data obscurity,TO,ACM
"
   Improving JPEG Image Anti-forensics
",2016,Image dithering with Gaussian noise,Data obscurity,TO,ACM
"
   Improving JPEG Image Anti-forensics
",2016,Noise removal (Gaussian de-noising),Data obscurity,TO,ACM
"
   Improving JPEG Image Anti-forensics
",2016,Histogram equalization,Data obscurity,TO,ACM
"
   Improving JPEG Image Anti-forensics
",2016,Wiener filtering,Data obscurity,TO,ACM
"
   Improving JPEG Image Anti-forensics
",2016,Decimal histogram analysis,Data obscurity,TO,ACM
"
   New Approach on Steganalysis: Reverse-Engineering based Steganography SW Analysis
",2020,Reverse engineering of steganography software,Anti-reverse engineering,AT,ACM
"
   JPEG Anti-forensics Using Non-parametric DCT Quantization Noise Estimation and Natural Image Statistics
",2013,JPEG anti-forensics,Data obscurity,TO,ACM
"
   JPEG Anti-forensics Using Non-parametric DCT Quantization Noise Estimation and Natural Image Statistics
",2013,Dithering signal addition to DCT coefficients,Data obscurity,TO,ACM
"
   JPEG Anti-forensics Using Non-parametric DCT Quantization Noise Estimation and Natural Image Statistics
",2013,Anti-forensic deblocking with median filtering and Gaussian noise addition,Data obscurity,TO,ACM
"
   JPEG Anti-forensics Using Non-parametric DCT Quantization Noise Estimation and Natural Image Statistics
",2013,Non-parametric DCT histogram smoothing,Data obscurity,TO,ACM
"
   JPEG Anti-forensics Using Non-parametric DCT Quantization Noise Estimation and Natural Image Statistics
",2013,MAP-based image restoration with natural image statistics,Data obscurity,TO,ACM
"
   JPEG Anti-forensics Using Non-parametric DCT Quantization Noise Estimation and Natural Image Statistics
",2013,Quantization noise estimation in the DCT domain,Data obscurity,TO,ACM
"
   JPEG Anti-forensics Using Non-parametric DCT Quantization Noise Estimation and Natural Image Statistics
",2013,Calibration-based DCT histogram smoothing,Data obscurity,TO,ACM
"
   JPEG Anti-forensics Using Non-parametric DCT Quantization Noise Estimation and Natural Image Statistics
",2013,White Gaussian noise injection,Data obscurity,TO,ACM
"
   Anti-Forensics of Contrast Enhancement in Digital Images
",2010,Integrated attack by local random dithering,Data obscurity,TO,ACM
"
   Anti-Forensics of Contrast Enhancement in Digital Images
",2010,Postprocessing attack by adding noise,Data obscurity,TO,ACM
"
   Anti-Forensics of Contrast Enhancement in Digital Images
",2010,Undetectable contrast enhancement,Data obscurity,TO,ACM
"
   Anti-Forensics of Contrast Enhancement in Digital Images
",2010,Tamper hiding with dithering-based mapping,Data obscurity,TO,ACM
"
   Anti-Forensics of Contrast Enhancement in Digital Images
",2010,Gamma correction with dithering,Data obscurity,TO,ACM
"
   Anti-Forensics of Contrast Enhancement in Digital Images
",2010,S mapping with dithering,Data obscurity,TO,ACM
"
   Forensics and counter anti-forensics of video inter-frame forgery
",2016,Frame deletion,Data misdirection,TO,springer
"
   Forensics and counter anti-forensics of video inter-frame forgery
",2016,Frame insertion,Data fabrication,TO,springer
"
   Forensics and counter anti-forensics of video inter-frame forgery
",2016,Frame deletion anti-forensics by increasing prediction error,Data obscurity,TO,springer
"
   Forensics and counter anti-forensics of video inter-frame forgery
",2016,Anti-forensic modification of motion vectors,Data obscurity,TO,springer
"
   Forensics and counter anti-forensics of video inter-frame forgery
",2016,countering frame deletion anti-forensics,Data obscurity,TO,springer
